Seção	Divisão	Grupo	Classe	Subclasse 2.3	Denominação	Até 200 m2	De 200 m2 a 400 m2	acima de 400 m2
				3313-9/99	Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente	Baixo	Médio	Alto
			33.14-7		Manutenção e reparação de máquinas e equipamentos da indústria mecânica			
				3314-7/01	Manutenção e reparação de máquinas motrizes não elétricas	Baixo	Médio	Alto
				3314-7/02	Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas	Baixo	Médio	Alto
				3314-7/03	Manutenção e reparação de válvulas industriais	Baixo	Médio	Alto
				3314-7/04	Manutenção e reparação de compressores	Baixo	Médio	Alto
				3314-7/05	Manutenção e reparação de equipamentos de transmissão para fins industriais	Médio	Médio	Alto
				3314-7/06	Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas	Médio	Médio	Alto
				3314-7/07	Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial	Médio	Médio	Alto
				3314-7/08	Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas	Médio	Médio	Alto
				3314-7/09	Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório	Baixo	Médio	Alto
				3314-7/10	Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente	Médio	Médio	Alto
				3314-7/11	Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária	Médio	Médio	Alto
				3314-7/12	Manutenção e reparação de tratores agrícolas	Alto	Alto	Alto
				3314-7/13	Manutenção e reparação de máquinas-ferramenta	Médio	Médio	Alto
				3314-7/14	Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo	Médio	Médio	Alto
				3314-7/15	Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo	Médio	Médio	Alto
				3314-7/16	Manutenção e reparação de tratores, exceto agrícolas	Alto	Alto	Alto
				3314-7/17	Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores	Médio	Médio	Alto
				3314-7/18	Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta	Médio	Médio	Alto
				3314-7/19	Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo	Médio	Médio	Alto
				3314-7/20	Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados	Médio	Médio	Alto
				3314-7/21	Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos	Médio	Médio	Alto
				3314-7/22	Manutenção e reparação de máquinas e aparelhos para a indústria do plástico	Médio	Médio	Alto
				3314-7/99	Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente	Médio	Médio	Alto
			33.15-5		Manutenção e reparação de veículos ferroviários			
				3315-5/00	Manutenção e reparação de veículos ferroviários	Alto	Alto	Alto
			33.16-3		Manutenção e reparação de aeronaves			
				3316-3/01	Manutenção e reparação de aeronaves, exceto a manutenção na pista	Alto	Alto	Alto
				3316-3/02	Manutenção de aeronaves na pista	Alto	Alto	Alto
			33.17-1		Manutenção e reparação de embarcações			
				3317-1/01	Manutenção e reparação de embarcações e estruturas flutuantes	Alto	Alto	Alto
				3317-1/02	Manutenção e reparação de embarcações para esporte e lazer	Alto	Alto	Alto
			33.19-8		Manutenção e reparação de equipamentos e produtos não especificados anteriormente			
				3319-8/00	Manutenção e reparação de equipamentos e produtos não especificados anteriormente	Médio	Médio	Alto
		33.2			Instalação de máquinas e equipamentos			
			33.21-0		Instalação de máquinas e equipamentos industriais			
				3321-0/00	Instalação de máquinas e equipamentos industriais	Baixo	Médio	Alto
			33.29-5		Instalação de equipamentos não especificados anteriormente			
				3329-5/01	Serviços de montagem de móveis de qualquer material	Baixo	Médio	Alto
				3329-5/99	Instalação de outros equipamentos não especificados anteriormente	Baixo	Médio	Alto
D					ELETRICIDADE E GÁS			
	35				ELETRICIDADE, GÁS E OUTRAS UTILIDADES			
		35.1			Geração, transmissão e distribuição de energia elétrica			
			35.11-5		Geração de energia elétrica			
				3511-5/01	Geração de energia elétrica	Baixo	Médio	Alto
				3511-5/02	Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica	Baixo	Médio	Alto
			35.12-3		Transmissão de energia elétrica			
				3512-3/00	Transmissão de energia elétrica	Baixo	Médio	Alto
			35.13-1		Comércio atacadista de energia elétrica			
				3513-1/00	Comércio atacadista de energia elétrica	Médio	Médio	Alto
			35.14-0		Distribuição de energia elétrica			
				3514-0/00	Distribuição de energia elétrica	Baixo	Médio	Alto
		35.2			Produção e distribuição de combustíveis gasosos por redes urbanas			
			35.20-4		Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas			
				3520-4/01	Produção de gás; processamento de gás natural	Alto	Alto	Alto
				3520-4/02	Distribuição de combustíveis gasosos por redes urbanas	Alto	Alto	Alto
		35.3			Produção e distribuição de vapor, água quente e ar condicionado			
			35.30-1		Produção e distribuição de vapor, água quente e ar condicionado			
				3530-1/00	Produção e distribuição de vapor, água quente e ar condicionado	Médio	Médio	Alto
E					ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO			
	36				CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA			
		36.0			Captação, tratamento e distribuição de água			
			36.00-6		Captação, tratamento e distribuição de água			
				3600-6/01	Captação, tratamento e distribuição de água	Alto	Alto	Alto
				3600-6/02	Distribuição de água por caminhões	Baixo	Médio	Alto
	37				ESGOTO E ATIVIDADES RELACIONADAS			
		37.0			Esgoto e atividades relacionadas			
			37.01-1		Gestão de redes de esgoto			
				3701-1/00	Gestão de redes de esgoto	Médio	Médio	Alto
			37.02-9		Atividades relacionadas a esgoto, exceto a gestão de redes			
				3702-9/00	Atividades relacionadas a esgoto, exceto a gestão de redes	Baixo	Médio	Alto
	38				COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS			
		38.1			Coleta de resíduos			
			38.11-4		Coleta de resíduos não perigosos			
				3811-4/00	Coleta de resíduos não perigosos	Alto	Alto	Alto
			38.12-2		Coleta de resíduos perigosos			
				3812-2/00	Coleta de resíduos perigosos	Alto	Alto	Alto
		38.2			Tratamento e disposição de resíduos			
			38.21-1		Tratamento e disposição de resíduos não perigosos			
				3821-1/00	Tratamento e disposição de resíduos não perigosos	Alto	Alto	Alto
			38.22-0		Tratamento e disposição de resíduos perigosos			
				3822-0/00	Tratamento e disposição de resíduos perigosos	Alto	Alto	Alto
		38.3			Recuperação de materiais			
			38.31-9		Recuperação de materiais metálicos			
				3831-9/01	Recuperação de sucatas de alumínio	Alto	Alto	Alto
				3831-9/99	Recuperação de materiais metálicos, exceto alumínio	Alto	Alto	Alto
			38.32-7		Recuperação de materiais plásticos			
				3832-7/00	Recuperação de materiais plásticos	Alto	Alto	Alto
			38.39-4		Recuperação de materiais não especificados anteriormente			
				3839-4/01	Usinas de compostagem	Alto	Alto	Alto
				3839-4/99	Recuperação de materiais não especificados anteriormente	Alto	Alto	Alto
	39				DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS			
		39.0			Descontaminação e outros serviços de gestão de resíduos			
			39.00-5		Descontaminação e outros serviços de gestão de resíduos			
				3900-5/00	Descontaminação e outros serviços de gestão de resíduos	Alto	Alto	Alto
F					CONSTRUÇÃO			
	41				CONSTRUÇÃO DE EDIFÍCIOS			
		41.1			Incorporação de empreendimentos imobiliários			
			41.10-7		Incorporação de empreendimentos imobiliários			
				4110-7/00	Incorporação de empreendimentos imobiliários	Baixo	Médio	Alto
		41.2			Construção de edifícios			
			41.20-4		Construção de edifícios			
				4120-4/00	Construção de edifícios	Baixo	Médio	Alto
	42				OBRAS DE INFRAESTRUTURA			
		42.1			Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais			
			42.11-1		Construção de rodovias e ferrovias			
				4211-1/01	Construção de rodovias e ferrovias	Baixo	Médio	Alto
				4211-1/02	Pintura para sinalização em pistas rodoviárias e aeroportos	Baixo	Médio	Alto
			42.12-0		Construção de obras de arte especiais			
				4212-0/00	Construção de obras de arte especiais	Baixo	Médio	Alto
			42.13-8		Obras de urbanização - ruas, praças e calçadas			
				4213-8/00	Obras de urbanização - ruas, praças e calçadas	Baixo	Médio	Alto
		42.2			Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos			
			42.21-9		Obras para geração e distribuição de energia elétrica e para telecomunicações			
				4221-9/01	Construção de barragens e represas para geração de energia  elétrica	Baixo	Médio	Alto
				4221-9/02	Construção de estações e redes de distribuição de energia elétrica	Baixo	Médio	Alto
				4221-9/03	Manutenção de redes de distribuição de energia elétrica	Baixo	Médio	Alto
				4221-9/04	Construção de estações e redes de telecomunicações	Baixo	Médio	Alto
				4221-9/05	Manutenção de estações e redes de telecomunicações	Baixo	Médio	Alto
			42.22-7		Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas			
				4222-7/01	Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação	Baixo	Médio	Alto
				4222-7/02	Obras de irrigação	Baixo	Médio	Alto
			42.23-5		Construção de redes de transportes por dutos, exceto para água e esgoto			
				4223-5/00	Construção de redes de transportes por dutos, exceto para água e esgoto	Baixo	Médio	Alto
		42.9			Construção de outras obras de infraestrutura			
			42.91-0		Obras portuárias, marítimas e fluviais			
				4291-0/00	Obras portuárias, marítimas e fluviais	Baixo	Médio	Alto
			42.92-8		Montagem de instalações industriais e de estruturas metálicas			
				4292-8/01	Montagem de estruturas metálicas	Baixo	Médio	Alto
				4292-8/02	Obras de montagem industrial	Baixo	Médio	Alto
			42.99-5		Obras de engenharia civil não especificadas anteriormente			
				4299-5/01	Construção de instalações esportivas e recreativas	Baixo	Médio	Alto
				4299-5/99	Outras obras de engenharia civil não especificadas anteriormente	Baixo	Médio	Alto
	43				SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO			
		43.1			Demolição e preparação do terreno			
			43.11-8		Demolição e preparação de canteiros de obras			
				4311-8/01	Demolição de edifícios e outras estruturas	Baixo	Médio	Alto
				4311-8/02	Preparação de canteiro e limpeza de terreno	Baixo	Médio	Alto
			43.12-6		Perfurações e sondagens			
				4312-6/00	Perfurações e sondagens	Baixo	Médio	Alto
			43.13-4		Obras de terraplenagem			
				4313-4/00	Obras de terraplenagem	Baixo	Médio	Alto
			43.19-3		Serviços de preparação do terreno não especificados anteriormente			
				4319-3/00	Serviços de preparação do terreno não especificados anteriormente	Baixo	Médio	Alto
		43.2			Instalações elétricas, hidráulicas e outras instalações em construções			
			43.21-5		Instalações elétricas			
				4321-5/00	Instalação e manutenção elétrica	Baixo	Médio	Alto
			43.22-3		Instalações hidráulicas, de sistemas de ventilação e refrigeração			
				4322-3/01	Instalações hidráulicas, sanitárias e de gás	Baixo	Médio	Alto
				4322-3/02	Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração	Baixo	Médio	Alto
				4322-3/03	Instalações de sistema de prevenção contra incêndio	Baixo	Médio	Alto
			43.29-1		Obras de instalações em construções não especificadas anteriormente			
				4329-1/01	Instalação de painéis publicitários	Baixo	Médio	Alto
				4329-1/02	Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre	Baixo	Médio	Alto
				4329-1/03	Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes	Baixo	Médio	Alto
				4329-1/04	Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos	Baixo	Médio	Alto
				4329-1/05	Tratamentos térmicos, acústicos ou de vibração	Baixo	Médio	Alto
				4329-1/99	Outras obras de instalações em construções não especificadas anteriormente	Baixo	Médio	Alto
