codigo	divisao	denominacao	ate100	100a200	200a400	acima400	usoate100	uso100a200	uso200a400	usoacima400
29.43-3-00	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de peças e acessórios para o sistema de freios de veículos automotores	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.44-1-00	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.45-0-00	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.49-2-01	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de bancos e estofados para veículos automotores	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.49-2-99	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.50-6-00	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Recondicionamento e recuperação de motores para veículos automotores	Médio	Médio	Médio	Alto	I1	I2	I2	I3
30.11-3-01	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Construção de embarcações de grande porte	Médio	Médio	Alto	Alto	I1	I2	I2	I3
30.11-3-02	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte	Médio	Médio	Alto	Alto	I1	I2	I2	I3
30.12-1-00	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Construção de embarcações para esporte e lazer	Médio	Médio	Alto	Alto	I1	I2	I2	I3
30.31-8-00	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Fabricação de locomotivas, vagões e outros materiais rodantes	Médio	Médio	Alto	Alto	I1	I2	I2	I3
30.32-6-00	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Fabricação de peças e acessórios para veículos ferroviários	Médio	Médio	Alto	Alto	I1	I2	I2	I3
30.41-5-00	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Fabricação de aeronaves	Médio	Médio	Alto	Alto	I1	I2	I2	I3
30.42-3-00	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Fabricação de turbinas, motores e outros componentes e peças para aeronaves	Médio	Médio	Alto	Alto	I1	I2	I2	I3
30.50-4-00	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Fabricação de veículos militares de combate	Médio	Médio	Alto	Alto	I1	I2	I2	I3
30.91-1-01	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Fabricação de motocicletas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
30.91-1-02	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Fabricação de peças e acessórios para motocicletas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
30.92-0-00	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Fabricação de bicicletas e triciclos não motorizados, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
30.99-7-00	FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES	Fabricação de equipamentos de transporte não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
31.01-2-00	FABRICAÇÃO DE MÓVEIS	Fabricação de móveis com predominância de madeira	Médio	Médio	Alto	Alto	I1	I2	I2	I3
31.02-1-00	FABRICAÇÃO DE MÓVEIS	Fabricação de móveis com predominância de metal	Médio	Médio	Alto	Alto	I1	I2	I2	I3
31.03-9-00	FABRICAÇÃO DE MÓVEIS	Fabricação de móveis de outros materiais, exceto madeira e metal	Médio	Médio	Alto	Alto	I1	I2	I2	I3
31.04-7-00	FABRICAÇÃO DE MÓVEIS	Fabricação de colchões	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.11-6-01	FABRICAÇÃO DE PRODUTOS DIVERSOS	Lapidação de gemas	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
32.11-6-03	FABRICAÇÃO DE PRODUTOS DIVERSOS	Cunhagem de moedas e medalhas	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
32.11-6-02	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de artefatos de joalheria e ourivesaria	Baixo	Baixo	Alto	Alto	I1	I2	I2	I3
32.12-4-00	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de bijuterias e artefatos semelhantes	Baixo	Baixo	Alto	Alto	I1	I2	I2	I3
32.40-0-01	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de jogos eletrônicos	Baixo	Baixo	Alto	Alto	I1	I2	I2	I3
32.20-5-00	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de instrumentos musicais, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.30-2-00	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de artefatos para pesca e esporte	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.40-0-02	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.40-0-03	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.40-0-99	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.50-7-01	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.50-7-02	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.50-7-03	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.50-7-04	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.50-7-05	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de materiais para medicina e odontologia	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.50-7-07	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de artigos ópticos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.91-4-00	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de escovas, pincéis e vassouras	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.92-2-01	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de roupas de proteção e segurança e resistentes a fogo	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.92-2-02	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de equipamentos e acessórios para segurança pessoal e profissional	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.99-0-01	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de guarda-chuvas e similares	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.99-0-02	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de canetas, lápis e outros artigos para escritório	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.99-0-03	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.99-0-04	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de painéis e letreiros luminosos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.99-0-05	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de aviamentos para costura	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.99-0-06	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de velas, inclusive decorativas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.99-0-99	FABRICAÇÃO DE PRODUTOS DIVERSOS	Fabricação de produtos diversos não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
32.50-7-06	FABRICAÇÃO DE PRODUTOS DIVERSOS	Serviços de prótese dentária	Baixo	Baixo	Médio	Médio	CS1	CS2	CS2	CS3
32.50-7-09	FABRICAÇÃO DE PRODUTOS DIVERSOS	Serviço de laboratório óptico	Baixo	Baixo	Médio	Médio	CS1	CS2	CS2	CS3
33.11-2-00	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.13-9-02	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-05	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de equipamentos de transmissão para fins industriais	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-06	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-07	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-08	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-10	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-11	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-13	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas-ferramenta	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-14	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-15	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-17	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-18	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-19	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-20	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-21	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-22	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas e aparelhos para a indústria do plástico	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-99	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.19-8-00	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de equipamentos e produtos não especificados anteriormente	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
33.12-1-02	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.12-1-04	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de equipamentos e instrumentos ópticos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.13-9-01	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de geradores, transformadores e motores elétricos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.13-9-99	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-01	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas motrizes não elétricas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-02	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-03	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de válvulas industriais	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-04	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de compressores	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.14-7-09	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.21-0-00	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Instalação de máquinas e equipamentos industriais	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.29-5-01	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Serviços de montagem de móveis de qualquer material	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.29-5-99	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Instalação de outros equipamentos não especificados anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
33.12-1-03	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
33.14-7-12	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de tratores agrícolas	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
33.14-7-16	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de tratores, exceto agrícolas	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
33.15-5-00	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de veículos ferroviários	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
33.16-3-01	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de aeronaves, exceto a manutenção na pista	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
33.16-3-02	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção de aeronaves na pista	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
33.17-1-01	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de embarcações e estruturas flutuantes	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
33.17-1-02	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Manutenção e reparação de embarcações para esporte e lazer	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
35.11-5-01	ELETRICIDADE, GÁS E OUTRAS UTILIDADES	Geração de energia elétrica	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
35.11-5-02	ELETRICIDADE, GÁS E OUTRAS UTILIDADES	Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
35.12-3-00	ELETRICIDADE, GÁS E OUTRAS UTILIDADES	Transmissão de energia elétrica	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
35.14-0-00	ELETRICIDADE, GÁS E OUTRAS UTILIDADES	Distribuição de energia elétrica	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
35.13-1-00	ELETRICIDADE, GÁS E OUTRAS UTILIDADES	Comércio atacadista de energia elétrica	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
35.30-1-00	ELETRICIDADE, GÁS E OUTRAS UTILIDADES	Produção e distribuição de vapor, água quente e ar condicionado	Médio	Médio	Médio	Alto	I1	I2	I2	I3
35.20-4-01	ELETRICIDADE, GÁS E OUTRAS UTILIDADES	Produção de gás; processamento de gás natural	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
35.20-4-02	ELETRICIDADE, GÁS E OUTRAS UTILIDADES	Distribuição de combustíveis gasosos por redes urbanas	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
36.00-6-01	CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA	Captação, tratamento e distribuição de água	Alto	Alto	Alto	Alto	I4	I4	I4	I4
36.00-6-02	CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA	Distribuição de água por caminhões	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
37.01-1-00	ESGOTO E ATIVIDADES RELACIONADAS	Gestão de redes de esgoto	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
37.02-9-00	ESGOTO E ATIVIDADES RELACIONADAS	Atividades relacionadas a esgoto, exceto a gestão de redes	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
38.11-4-00	COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS	Coleta de resíduos não perigosos	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
38.12-2-00	COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS	Coleta de resíduos perigosos	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
38.21-1-00	COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS	Tratamento e disposição de resíduos não perigosos	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
38.22-0-00	COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS	Tratamento e disposição de resíduos perigosos	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
38.31-9-01	COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS	Recuperação de sucatas de alumínio	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
38.31-9-99	COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS	Recuperação de materiais metálicos, exceto alumínio	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
38.32-7-00	COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS	Recuperação de materiais plásticos	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
38.39-4-01	COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS	Usinas de compostagem	Alto	Alto	Alto	Alto	I1	I2	I2	I3
38.39-4-99	COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS	Recuperação de materiais não especificados anteriormente	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
39.00-5-00	DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS	Descontaminação e outros serviços de gestão de resíduos	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
41.10-7-00	CONSTRUÇÃO DE EDIFÍCIOS	Incorporação de empreendimentos imobiliários	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
41.20-4-00	CONSTRUÇÃO DE EDIFÍCIOS	Construção de edifícios	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.11-1-01	OBRAS DE INFRAESTRUTURA	Construção de rodovias e ferrovias	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.11-1-02	OBRAS DE INFRAESTRUTURA	Pintura para sinalização em pistas rodoviárias e aeroportos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.12-0-00	OBRAS DE INFRAESTRUTURA	Construção de obras de arte especiais	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.13-8-00	OBRAS DE INFRAESTRUTURA	Obras de urbanização - ruas, praças e calçadas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.21-9-01	OBRAS DE INFRAESTRUTURA	Construção de barragens e represas para geração de energia  elétrica	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.21-9-02	OBRAS DE INFRAESTRUTURA	Construção de estações e redes de distribuição de energia elétrica	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.21-9-03	OBRAS DE INFRAESTRUTURA	Manutenção de redes de distribuição de energia elétrica	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.21-9-04	OBRAS DE INFRAESTRUTURA	Construção de estações e redes de telecomunicações	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.21-9-05	OBRAS DE INFRAESTRUTURA	Manutenção de estações e redes de telecomunicações	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.22-7-01	OBRAS DE INFRAESTRUTURA	Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.22-7-02	OBRAS DE INFRAESTRUTURA	Obras de irrigação	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.23-5-00	OBRAS DE INFRAESTRUTURA	Construção de redes de transportes por dutos, exceto para água e esgoto	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.91-0-00	OBRAS DE INFRAESTRUTURA	Obras portuárias, marítimas e fluviais	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.92-8-01	OBRAS DE INFRAESTRUTURA	Montagem de estruturas metálicas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.92-8-02	OBRAS DE INFRAESTRUTURA	Obras de montagem industrial	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.99-5-01	OBRAS DE INFRAESTRUTURA	Construção de instalações esportivas e recreativas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
42.99-5-99	OBRAS DE INFRAESTRUTURA	Outras obras de engenharia civil não especificadas anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
43.11-8-01	SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO	Demolição de edifícios e outras estruturas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
43.11-8-02	SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO	Preparação de canteiro e limpeza de terreno	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
